1003-S-145,"1.0"" X 1.0"" TRI-SLOT T-SLOTTED EXTRUSION SMOOTH 145"" BAR",EA,48.44
1003-S-145-BLACK-FB,"1.0"" X 1.0"" TRI-SLOT T-SLOTTED EXT SMOOTH 145"" BAR FULL BLACK",EA,101.15
1003-S-242,"1.0"" X 1.0"" TRI-SLOT T-SLOTTED EXTRUSION SMOOTH 242"" BAR",EA,79.13
1003-S-242-BLACK-FB,"1.0"" X 1.0"" TRI-SLOT T-SLOTTED EXT SMOOTH 242"" BAR FULL BLACK",EA,168.81
1003-S-BLACK-FB,"1.0"" X 1.0"" TRI-SLOT T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,0.71
1004,"1"" X 1"" BI-SLOT OPPOSITE T-SLOTTED EXTRUSION",IN,0.32
1004-145,"1"" X 1"" BI-SLOT OPPOSITE T-SLOT 145"" EXTRUSION",EA,48.44
1004-145-BLACK-FB,"1"" X 1"" BI-OPP T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,101.15
1004-242,"1"" X 1"" BI-SLOT OPPOSITE T-SLOT 242"" EXTRUSION",EA,79.13
1004-242-BLACK-FB,"1"" X 1"" BI-OPP T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,168.81
1004-BLACK-FB,"1"" X 1"" BI-OPP T-SLOT EXT FULL BLACK ANODIZE",IN,0.71
1004-S,"1.0"" X 1.0"" BI-SLOT OPPOSITE T-SLOTTED EXTRUSION SMOOTH",IN,0.32
1004-S-145,"1.0"" X 1.0"" BI-SLOT OPPOSITE T-SLOTTED EXTRUSION SMOOTH 145""",EA,48.44
1004-S-145-BLACK-FB,"1.0"" X 1.0"" BI-SLOT OPPOSITE T-SLOTTED EXT SMOOTH 145"" BAR FULL BLACK",EA,101.15
1004-S-242,"1.0"" X 1.0"" BI-SLOT OPPOSITE T-SLOTTED EXTRUSION SMOOTH 242""",EA,79.13
1004-S-242-BLACK-FB,"1.0"" X 1.0"" BI-SLOT OPPOSITE T-SLOTTED EXT SMOOTH 242"" BAR FULL BLACK",EA,168.81
1004-S-BLACK-FB,"1.0"" X 1.0"" BI-SLOT OPPOSITE T-SLOTTED EXT SMOOTH FULL BLACK",IN,0.71
1010,"1"" X 1"" T-SLOTTED EXTRUSION ",IN,0.32
1010-6,"1"" X 1"" T-SLOTTED EXTRUSION 6"" BAR",EA,4.57
1010-12,"1"" X 1"" T-SLOTTED EXTRUSION 12"" BAR ",EA,6.48
1010-18,"1"" X 1"" T-SLOTTED EXTRUSION 18"" BAR",EA,8.38
1010-24,"1"" X 1"" T-SLOTTED EXTRUSION 24"" BAR ",EA,10.28
1010-36,"1"" X 1"" T-SLOTTED EXTRUSION 36"" BAR",EA,14.07
1010-48,"1"" X 1"" T-SLOTTED EXTRUSION 48"" BAR",EA,17.87
1010-60,"1"" X 1"" T-SLOTTED EXTRUSION 60"" BAR",EA,21.54
1010-72,"1"" X 1"" T-SLOTTED EXTRUSION 72"" BAR",EA,25.46
1010-96,"1"" X 1"" T-SLOTTED EXTRUSION 96"" BAR",EA,33.06
1010-97,"1"" X 1"" T-SLOTTED EXTRUSION 97"" BAR",EA,33.25
1010-97-BLACK-FB,"1"" X 1"" T-SLOT EXT 97"" BAR FULL BLACK ANODIZE",EA,67.68
1010-120,"1"" X 1"" T-SLOTTED EXTRUSION 120"" BAR ",EA,40.65
1010-145,"1"" X 1"" T-SLOTTED EXTRUSION 145"" BAR",EA,48.44
1010-242,"1"" X 1"" T-SLOTTED EXTRUSION 242"" BAR",EA,79.13
1010-242-BLACK-FB,"1"" X 1"" T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,168.81
1010-BLACK,"1"" X 1"" T-SLOT EXT BLACK ANODIZE",IN,0.42
1010-BLACK-145,"1"" X 1"" T-SLOTTED EXTRUSION 145"" BAR BLACK ANODIZE",EA,62.91
1010-BLACK-FB,"1"" X 1"" T-SLOT EXT FULL BLACK ANODIZE ",IN,0.71
1010-S,"1"" X 1"" T-SLOTTED EXTRUSION SMOOTH",IN,0.32
1010-S-145,"1"" X 1"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR",EA,48.44
1010-S-145-BLACK-FB,"1"" X 1"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR FULL BLACK",EA,101.15
1010-S-242,"1"" X 1"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR",EA,79.13
1010-S-242-BLACK-FB,"1.0"" X 1"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR FULL BLACK",EA,168.81
1010-S-BLACK-FB,"1"" X 1"" T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,0.71
1010-YELLOW,"1"" X 1"" T-SLOT EXT YELLOW POWDER COAT",IN,0.56
1010-YELLOW-24,"1"" X 1"" T-SLOTTED EXTRUSION YELLOW POWDER-COAT 24"" BAR",EA,18.01
1010-YELLOW-48,"1"" X 1"" T-SLOTTED EXTRUSION YELLOW POWDER-COAT 48"" BAR",EA,30.64
1010-YELLOW-72,"1"" X 1"" T-SLOTTED EXTRUSION YELLOW POWDER-COAT 72"" BAR",EA,43.69
1010-YELLOW-96,"1"" X 1"" T-SLOTTED EXTRUSION YELLOW POWDER-COAT 96"" BAR",EA,57.35
1010-YELLOW-120,"1"" X 1"" T-SLOTTED EXTRUSION YELLOW POWDER-COAT 120"" BAR",EA,71.03
1010-YELLOW-145,"1"" X 1"" T-SLOT EXT YELLOW POWDER COAT 145" BAR",EA,85.14
1012,"1"" X 1"" T-SLOTTED QUARTER ROUND EXTRUSION",IN,0.28
1012-145,"1"" X 1"" T-SLOTTED QUARTER ROUND EXTRUSION 145"" BAR",EA,42.93
1012-145-BLACK-FB,"1"" QUARTER ROUND T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,94.83
1012-242,"1"" X 1"" T-SLOTTED QUARTER ROUND EXTRUSION 242"" BAR",EA,69.94
1012-242-BLACK-FB,"1"" QUARTER ROUND T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,158.27
1012-BLACK-FB,"1"" QUARTER ROUND T-SLOT EXT FULL BLACK ANODIZE",IN,0.67
1012-S,"1"" X 1"" QUARTER ROUND T-SLOTTED EXTRUSION SMOOTH",IN,0.28
1012-S-145,"1"" X 1"" QUARTER ROUND T-SLOTTED EXTRUSION SMOOTH 145""",EA,42.93
1012-S-145-BLACK-FB,"1"" X 1"" QUARTER ROUND T-SLOTTED EXT SMOOTH 145"" BAR FULL BLACK",EA,94.83
1012-S-242,"1"" X 1"" QUARTER ROUND T-SLOTTED EXTRUSION SMOOTH 242""",EA,69.94
1012-S-242-BLACK-FB,"1"" X 1"" QUARTER ROUND T-SLOTTED EXT SMOOTH 242"" BAR FULL BLACK",EA,158.27
1012-S-BLACK-FB,"1"" X 1"" QUARTER ROUND T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,0.67
1020,"1"" X 2"" T-SLOTTED EXTRUSION ",IN,0.54
1020-12,"1"" X 2"" T-SLOTTED EXTRUSION 12"" BAR",EA,9.21
1020-24,"1"" X 2"" T-SLOTTED EXTRUSTION 24"" BAR",EA,15.75
1020-36,"1"" X 2"" T-SLOTTED EXTRUSION 36"" BAR",EA,22.28
1020-48,"1"" X 2"" T-SLOTTED EXTRUSION 48"" BAR",EA,28.80
1020-72,"1"" X 2"" T-SLOTTED EXTRUSION 72"" BAR",EA,41.86
1020-96,"1"" X 2"" T-SLOTTED EXTRUSION 96"" BAR",EA,54.92
1020-145,"1"" X 2"" T-SLOTTED EXTRUSION 145"" BAR",EA,81.48
1020-242,"1"" X 2"" T-SLOTTED EXTRUSION 242"" BAR",EA,134.26
1020-242-BLACK-FB,"1"" X 2"" T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,225.09
1020-97,"1"" X 2"" T-SLOTTED EXTRUSION 97"" BAR",EA,55.35
1020-BLACK,"1"" X 2"" T-SLOT EXT BLACK ANODIZE",IN,0.67
1020-BLACK-145,"1"" X 2"" T-SLOTTED EXTRUSION 145"" BAR BLACK ANODIZE",EA,98.71
1020-BLACK-FB,"1"" X 2"" T-SLOT EXT FULL BLACK ANODIZE ",IN,0.95
1020-S,"1"" X 2"" T-SLOTTED EXTRUSION SMOOTH",IN,0.54
1020-S-145,"1"" X 2"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR",EA,81.48
1020-S-145-BLACK-FB,"1"" X 2"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR FULL BLACK",EA,134.87
1020-S-242,"1"" X 2" T-SLOTTED EXTRUSION SMOOTH 242""  BAR",EA,134.26
1020-S-242-BLACK-FB,"1"" X 2"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR FULL BLACK",EA,225.09
1020-S-BLACK-FB,"1"" X 2"" T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,0.95
1030,"1"" X 3"" T-SLOTTED EXTRUSION ",IN,0.74
1030-145,"1"" X 3"" T-SLOTTED EXTRUSION 145"" BAR",EA,112.67
1030-145-BLACK-FB,"1"" X 3"" T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,168.58
1030-242,"1"" X 3"" T-SLOTTED EXTRUSION 242"" BAR",EA,186.33
1030-242-BLACK-FB,"1"" X 3"" T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,281.34
1030-BLACK-FB,"1"" X 3"" T-SLOT EXT FULL BLACK ANODIZE ",IN,1.19
1030-S,"1"" X 3"" T-SLOTTED EXTRUSION SMOOTH",IN,0.74
1030-S-145,"1"" X 3"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR",EA,112.67
1030-S-145-BLACK-FB,"1"" X 3"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR FULL BLACK",EA,168.58
1030-S-242,"1"" X 3"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR",EA,186.33
1030-S-242-BLACK-FB,"1" X 3"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR FULL BLACK",EA,281.34
1030-S-BLACK-FB,"1"" X 3"" T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,1.19
1050,"1"" X 0.5"" T-SLOTTED EXTRUSION ",IN,0.23
1050-120-BLACK-FB,5" X 0.5" T-SLOTTED EXTRUSION BLACK ANODIZE 120 INCH BAR,EA,74.35
1050-145,"1"" X 0.5"" T-SLOTTED EXTRUSION 145""",EA,35.60
1050-145-BLACK-FB,"1"" X 0.5"" T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,86.41
1050-BLACK-FB,"1"" X 0.5"" T-SLOT EXT FULL BLACK ANODIZE",IN,0.61
2012,"2"" X 0.5"" T-SLOTTED EXTRUSION ",IN,0.39
2012-145,"2"" X 0.5"" T-SLOTTED EXTRUSION 145""",EA,59.45
2012-145-BLACK-FB,"2"" X 0.5"" T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,166.47
2012-BLACK-FB,"2"" X 0.5"" T-SLOT EXT FULL BLACK ANODIZE",IN,1.16
2020,"2"" X 2"" T-SLOTTED EXTRUSION ",IN,0.77
2020-145,"2"" X 2"" T-SLOTTED EXTRUSION 145"" BAR",EA,116.47
2020-242,"2"" X 2"" T-SLOTTED EXTRUSION 242"" BAR",EA,192.59
2020-242-BLACK-FB,"2"" X 2"" T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,379.81
2020-BLACK,"2"" X 2"" T-SLOT EXT BLACK ANODIZE",IN,0.93
2020-BLACK-145,"2"" X 2"" T-SLOTTED EXTRUSION 145"" BAR BLACK ANODIZE",EA,138.40
2020-BLACK-FB,"2"" X 2"" T-SLOT EXT FULL BLACK ANODIZE ",IN,1.58
2020-S,"2"" X 2"" T-SLOTTED EXTRUSION SMOOTH",IN,0.77
2020-S-145,"2"" X 2"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR",EA,116.47
2020-S-145-BLACK-FB,"2"" X 2"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR FULL BLACK",EA,227.57
2020-S-242,"2"" X 2"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR",EA,192.59
2020-S-242-BLACK-FB,"2"" X 2"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR FULL BLACK",EA,379.81
2020-S-BLACK-FB,"2"" X 2"" T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,1.58
2040,"2"" X 4"" T-SLOTTED EXTRUSION ",IN,1.40
2040-145,"2"" X 4"" T-SLOTTED EXTRUSION 145"" BAR",EA,212.56
2040-145-BLACK-FB,"2"" X 4"" T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,328.72
2040-242,"2"" X 4"" T-SLOTTED EXTRUSION 242"" BAR",EA,352.51
2040-242-BLACK-FB,"2"" X 4"" T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,548.61
2040-BLACK-FB,"2"" X 4"" T-SLOT EXT FULL BLACK ANODIZE ",IN,2.29
2040-S,"2"" X 4"" T-SLOTTED EXTRUSION SMOOTH",IN,1.40
2040-S-145,"2"" X 4"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR",EA,212.56
2040-S-145-BLACK-FB,"2"" X 4"" T-SLOTTED EXTRUSION SMOOTH 145"" BAR FULL BLACK",EA,328.72
2040-S-242,"2"" X 4"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR",EA,352.51
2040-S-242-BLACK-FB,"2"" X 4"" T-SLOTTED EXTRUSION SMOOTH 242"" BAR FULL BLACK",EA,548.61
2040-S-BLACK-FB,"2"" X 4"" T-SLOTTED EXTRUSION SMOOTH FULL BLACK",IN,2.29
1501,"1.5"" X 1.5"" LITE MONO-SLOT T-SLOTTED EXTRUSION",IN,0.60
1501-145,"1.5"" X 1.5"" LITE MONO-SLOT T-SLOTTED EXTRUSION 145"" BAR",EA,92.48
1501-145-BLACK-FB,"1.5"" X 1.5"" LITE MONO T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1501-242,"1.5"" X 1.5"" LITE MONO-SLOT T-SLOTTED EXTRUSION 242"" BAR",EA,152.63
1501-242-BLACK-FB,"1.5"" X 1.5"" LITE MONO T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1501-BLACK-FB,"1.5"" X 1.5"" LITE MONO T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1501-LS,"1.5"" X 1.5"" LITE MONO-SLOT T-SLOTTED EXT LITE SMOOTH",IN,0.60
1501-LS-145,"1.5"" X 1.5"" LITE SMOOTH MONO-SLOTTED EXT 145"" BAR",EA,92.48
1501-LS-145-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH MONO T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1501-LS-242,"1.5"" X 1.5"" LITE SMOOTH MONO-SLOTTED EXT 242"" BAR",EA,152.63
1501-LS-242-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH MONO T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1501-LS-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH MONO T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1502,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOTTED EXTRUSION",IN,0.60
1502-145,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOTTED 145"" BAR",EA,92.48
1502-145-BLACK-FB,"1.5"" X 1.5"" LITE BI-ADJ T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1502-242,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOTTED 242"" BAR",EA,152.63
1502-242-BLACK-FB,"1.5"" X 1.5"" LITE BI-ADJ T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1502-BLACK-FB,"1.5"" X 1.5"" LITE BI-ADJ T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1502-LS,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOTTED EXT LITE SMOOTH",IN,0.60
1502-LS-97,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOT EXT LITE SMTH 97"" BAR",EA,62.23
1502-LS-145,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOT EXT LITE SMOOTH 145""",EA,92.48
1502-LS-145-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH BI-ADJ T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1502-LS-242,"1.5"" X 1.5"" LITE BI-SLOT ADJACENT T-SLOT EXT LITE SMOOTH 242""",EA,152.63
1502-LS-242-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH BI-ADJ T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1502-LS-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH BI-ADJ T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1503,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOTTED EXTRUSION",IN,0.60
1503-145,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOTTED EXTRUSION 145"" BAR",EA,92.48
1503-145-BLACK-FB,"1.5"" X 1.5"" LITE TRI-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1503-242,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOTTED EXTRUSION 242"" BAR",EA,152.63
1503-242-BLACK-FB,"1.5"" X 1.5"" LITE TRI-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1503-BLACK-FB,"1.5"" X 1.5"" LITE TRI-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1503-LS,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOTTED EXTRUSION LITE SMOOTH",IN,0.60
1503-LS-97,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOTTED EXT LITE SMOOTH 97"" BAR",EA,62.23
1503-LS-145,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOT EXT LITE SMOOTH 145""",EA,92.48
1503-LS-145-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH TRI-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1503-LS-242,"1.5"" X 1.5"" LITE TRI-SLOT T-SLOT EXT LITE SMOOTH 242""",EA,152.63
1503-LS-242-BLACK-FB,"1.5"" X 1.5""LITE SMOOTH TRI-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1503-LS-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH TRI-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1504,"1.5"" X 1.5"" LITE BI-SLOT OPPOSITE T-SLOTTED EXTRUSION",IN,0.60
1504-145,"1.5"" X 1.5"" LITE BI-SLOT OPPOSITE T-SLOTTED 145"" BAR",EA,92.48
1504-145-BLACK-FB,"1.5"" X 1.5"" LITE BI-OPP T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1504-242,"1.5"" X 1.5"" LITE BI-SLOT OPPOSITE T-SLOTTED 242"" BAR",EA,152.63
1504-242-BLACK-FB,"1.5"" X 1.5"" LITE BI-OPP T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1504-BLACK-FB,"1.5"" X 1.5"" LITE BI-OPP T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1504-LS,"1.5"" X 1.5"" LITE BI-SLOT OPPOSITE T-SLOTTED EXT LITE SMOOTH",IN,0.60
1504-LS-145,"1.5"" X 1.5"" LITE SMOOTH BI-SLOT OPPOSITE T-SLOT 145"" BAR",EA,92.48
1504-LS-145-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH BI-OPP T-SLOT EXT 145"" BAR FULL BLACK ANODIZE",EA,147.51
1504-LS-242,"1.5"" X 1.5"" LITE SMOOTH BI-SLOT OPPOSITE T-SLOT 242"" BAR",EA,152.63
1504-LS-242-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH BI-OPP T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1504-LS-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH BI-OPP T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1515,"1.5"" X 1.5"" T-SLOTTED EXTRUSION",IN,0.72
1515-12,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 12"" BAR",EA,11.49
1515-24,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 24"" BAR",EA,20.30
1515-36,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 36"" BAR",EA,29.10
1515-48,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 48"" BAR",EA,37.92
1515-60,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 60"" BAR",EA,46.14
1515-72,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 72"" BAR",EA,55.53
1515-120,1.5" X 1.5" T-SLOTTED EXTRUSION 120" BAR,EA,90.77
1515-145,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 145"" BAR",EA,109.00
1515-242,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 242"" BAR",EA,180.21
1515-242-BLACK-FB,"1.5"" X 1.5"" T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,274.32
1515-97,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 97"" BAR",EA,72.84
1515-97-BLACK-FB,"1.5"" X 1.5"" T-SLOT EXT 97"" BAR FULL BLACK ANODIZE",EA,109.96
1515-BLACK,"1.5"" X 1.5"" T-SLOT EXT BLACK ANODIZE",IN,0.85
1515-BLACK-145,"1.5"" X 1.5"" T-SLOTTED EXTRUSION 145"" BAR BLACK ANODIZE",EA,126.97
1515-BLACK-FB,"1.5"" X 1.5"" T-SLOT EXT FULL BLACK ANODIZE",IN,1.15
1515-LITE,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION",IN,0.60
1515-LITE-30,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 30"" BAR",EA,21.14
1515-LITE-60,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 60"" BAR",EA,39.59
1515-LITE-97,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 97"" BAR",EA,62.23
1515-LITE-120,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 120"" BAR",EA,77.09
1515-LITE-145,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 145"" BAR",EA,92.48
1515-LITE-242,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 242"" BAR",EA,152.63
1515-LITE-242-BLACK-FB,"1.5"" X 1.5"" LITE T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1515-LITE-BLACK,"1.5"" X 1.5"" LITE T-SLOT EXT BLACK ANODIZE",IN,0.74
1515-LITE-BLACK-145,"1.5"" X 1.5"" LITE T-SLOTTED EXTRUSION 145"" BAR BLACK ANODIZE",EA,110.01
1515-LITE-BLACK-FB,"1.5"" X 1.5"" LITE T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
1515-LITE-YELLOW,"1.5"" X 1.5"" LITE T-SLOTTED EXT YELLOW POWDER COAT",IN,0.73
1515-LITE-YELLOW-145,"1.5"" X 1.5"" LITE T-SLOTTED EXT145"" BAR YELLOW POWDER COAT",EA,110.84
1515-LS,"1.5"" X 1.5"" LITE SMOOTH T-SLOTTED EXTRUSION",IN,0.60
1515-LS-145,"1.5"" X 1.5"" LITE SMOOTH T-SLOTTED EXTRUSION 145"" BAR",EA,92.48
1515-LS-242,"1.5"" X 1.5"" LITE SMOOTH T-SLOTTED EXTRUSION 242"" BAR",EA,152.63
1515-LS-242-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH T-SLOT EXT 242"" BAR FULL BLACK ANODIZE",EA,246.18
1515-LS-BLACK,"1.5"" X 1.5"" LITE SMOOTH T-SLOTTED EXTRUSION BLACK ANODIZE",IN,0.74
1515-LS-BLACK-145,"1.5"" X 1.5"" LITE SMOOTH T-SLOT EXT 145"" BAR BLACK ANODIZE",EA,108.44
1515-LS-BLACK-FB,"1.5"" X 1.5"" LITE SMOOTH T-SLOT EXT FULL BLACK ANODIZE",IN,1.03
